id,customer_id,restaurant_id,driver_id,order_timestamp,items,item_count,subtotal,delivery_fee,tip,total,estimated_delivery_min,actual_delivery_min,status,cancellation_reason,rating
994,5663,79,41,2024-01-15 12:48:44,"Lamb Vindaloo, Classic Cheeseburger",2,28.89,4.99,7.04,40.92,46,186.0,delivered,,4.0
995,7868,118,32,2024-01-15 12:52:31,"Salmon Roll Combo, Chicken Tenders Basket, Classic Cheeseburger",3,31.97,4.99,4.05,41.01,45,141.0,delivered,,3.0
996,7235,91,44,2024-01-15 12:53:03,"Lamb Vindaloo, Kung Pao Chicken, Margherita Pizza",3,61.22,4.99,4.36,70.57,16,,cancelled,No drivers available,
997,7134,45,30,2024-01-15 12:58:16,"Dragon Roll, 10-Piece Wings",2,28.94,4.99,3.77,37.7,37,87.0,delivered,,4.0
998,3976,69,26,2024-01-15 13:03:54,"Kung Pao Chicken, Classic Cheeseburger",2,35.24,4.99,3.23,43.46,41,,cancelled,Excessive wait time,
999,7681,49,17,2024-01-15 13:09:43,"Chicken Burrito Bowl, Caesar Salad, Pepperoni Pizza Large",3,30.28,4.99,4.39,39.66,46,138.0,delivered,,4.0
1000,6585,21,15,2024-01-15 13:11:06,"General Tso's Chicken, Lamb Vindaloo, Chicken Tenders Basket, Kung Pao Chicken",4,54.42,4.99,11.58,70.99,43,132.0,delivered,,4.0
1001,7933,113,28,2024-01-15 13:15:58,"Acai Bowl, Green Curry, Classic Cheeseburger, Fish Tacos",4,34.2,4.99,6.71,45.9,25,,cancelled,Restaurant closed unexpectedly,
1002,2011,50,1,2024-01-15 13:33:24,Caesar Salad,1,21.86,4.99,2.74,29.59,32,87.0,delivered,,4.0
1003,2080,25,2,2024-01-15 13:37:28,"Lamb Vindaloo, Butter Chicken, Classic Cheeseburger",3,25.75,4.99,4.57,35.31,29,,cancelled,Item unavailable,
1004,673,68,14,2024-01-15 13:37:56,"Dragon Roll, Classic Cheeseburger",2,26.15,4.99,4.5,35.64,15,45.0,delivered,,4.0
1005,4932,118,44,2024-01-15 13:54:23,"Butter Chicken, Dragon Roll, Chicken Tenders Basket",3,25.9,4.99,7.54,38.43,38,126.0,delivered,,4.0
1006,4367,32,45,2024-01-15 14:12:01,"Acai Bowl, Butter Chicken",2,29.7,4.99,2.08,36.77,39,117.0,delivered,,5.0
1007,129,22,19,2024-01-15 14:13:55,"Kung Pao Chicken, Brisket Plate",2,22.05,4.99,4.88,31.92,35,99.0,delivered,,3.0
1008,1879,68,1,2024-01-15 14:33:03,Fish Tacos,1,19.44,4.99,1.85,26.28,22,,cancelled,Excessive wait time,
1009,7993,80,35,2024-01-15 14:45:16,"Pho Bo, Classic Cheeseburger, General Tso's Chicken",3,39.27,4.99,8.88,53.14,28,,cancelled,Customer changed mind,
1010,1930,6,20,2024-01-15 15:51:36,"Butter Chicken, 10-Piece Wings, Lamb Vindaloo, Pepperoni Pizza Large",4,78.2,4.99,19.15,102.34,30,102.0,delivered,,3.0
1011,2110,97,35,2024-01-15 16:51:19,"Brisket Plate, BBQ Pulled Pork Sandwich",2,25.81,4.99,5.62,36.42,36,,cancelled,Item unavailable,
1012,7035,37,38,2024-01-15 17:09:01,Fish Tacos,1,8.69,4.99,2.36,16.04,29,84.0,delivered,,4.0
1013,6838,3,1,2024-01-15 17:21:37,"General Tso's Chicken, 10-Piece Wings, Green Curry, Pho Bo",4,45.27,4.99,11.61,61.87,33,114.0,delivered,,4.0
1014,4340,118,32,2024-01-15 17:26:49,"Fish Tacos, Chicken Tenders Basket, Dragon Roll",3,32.29,4.99,6.93,44.21,32,111.0,delivered,,4.0
1015,6764,36,42,2024-01-15 17:31:28,"Pho Bo, 10-Piece Wings, Pad Thai, Caesar Salad",4,44.73,4.99,10.03,59.75,37,111.0,delivered,,4.0
1016,1657,84,44,2024-01-15 17:51:09,"Fish Tacos, Butter Chicken",2,26.67,4.99,2.3,33.96,25,,cancelled,Restaurant too busy,
1017,3420,107,18,2024-01-15 17:52:12,"Dragon Roll, Pepperoni Pizza Large, Brisket Plate",3,18.66,4.99,2.54,26.19,36,96.0,delivered,,3.0
1018,6128,95,17,2024-01-15 18:20:29,"10-Piece Wings, Salmon Roll Combo, Pepperoni Pizza Large, General Tso's Chicken",4,28.77,4.99,2.68,36.44,57,,cancelled,Restaurant too busy,
1019,494,11,34,2024-01-15 18:20:51,"General Tso's Chicken, Margherita Pizza, Pad Thai",3,49.72,4.99,6.05,60.76,41,108.0,delivered,,5.0
1020,566,74,24,2024-01-15 18:22:18,"Kung Pao Chicken, General Tso's Chicken, Lamb Vindaloo",3,47.56,4.99,9.74,62.29,34,,cancelled,Customer changed mind,
1021,6919,44,19,2024-01-15 18:29:51,Pepperoni Pizza Large,1,12.38,4.99,3.0,20.37,22,75.0,delivered,,4.0
1022,1357,47,19,2024-01-15 18:30:48,Chicken Tenders Basket,1,9.57,4.99,2.89,17.45,32,105.0,delivered,,4.0
1023,2775,5,30,2024-01-15 18:41:31,Butter Chicken,1,15.19,4.99,2.0,22.18,38,,cancelled,Restaurant too busy,
1024,5180,19,34,2024-01-15 18:45:52,10-Piece Wings,1,14.2,4.99,1.4,20.59,57,174.0,delivered,,3.0
1025,7994,67,44,2024-01-15 18:49:12,"BBQ Pulled Pork Sandwich, Chicken Burrito Bowl",2,42.93,4.99,3.63,51.55,34,84.0,delivered,,5.0
1026,5491,37,1,2024-01-15 18:51:20,Pho Bo,1,11.32,4.99,2.04,18.35,21,,cancelled,Customer unreachable at delivery,
1027,3536,87,21,2024-01-15 18:55:22,"Pho Bo, Butter Chicken, Chicken Tenders Basket, Margherita Pizza",4,90.4,4.99,26.43,121.82,45,153.0,delivered,,4.0
1028,1929,48,39,2024-01-15 19:08:19,"General Tso's Chicken, Green Curry, Lamb Vindaloo, Acai Bowl",4,49.41,4.99,12.93,67.33,48,150.0,delivered,,3.0
1029,4100,62,7,2024-01-15 19:16:26,"Salmon Roll Combo, General Tso's Chicken, Pad Thai, Fish Tacos",4,33.42,4.99,6.22,44.63,26,,cancelled,Excessive wait time,
1030,4330,106,2,2024-01-15 19:20:04,"General Tso's Chicken, Pepperoni Pizza Large, Dragon Roll",3,27.27,4.99,4.98,37.24,36,,cancelled,Customer changed mind,
1031,2666,118,16,2024-01-15 19:48:17,"Lamb Vindaloo, Pepperoni Pizza Large",2,20.44,4.99,3.07,28.5,26,78.0,delivered,,4.0
1032,3274,26,43,2024-01-15 19:56:20,"Pho Bo, Chicken Burrito Bowl",2,24.93,4.99,3.08,33.0,36,126.0,delivered,,4.0
1033,4967,7,25,2024-01-15 20:01:19,10-Piece Wings,1,15.16,4.99,3.53,23.68,33,102.0,delivered,,3.0
1034,7629,16,8,2024-01-15 20:15:55,"Caesar Salad, Pepperoni Pizza Large, Classic Cheeseburger, Butter Chicken",4,45.66,4.99,5.82,56.47,38,,cancelled,Restaurant too busy,
1035,2744,11,26,2024-01-15 20:17:15,"BBQ Pulled Pork Sandwich, Pad Thai, Pho Bo",3,28.38,4.99,3.77,37.14,34,129.0,delivered,,3.0
1036,4926,17,45,2024-01-15 20:22:10,Brisket Plate,1,13.65,4.99,1.85,20.49,29,108.0,delivered,,4.0
1037,2936,75,22,2024-01-15 20:23:00,"Kung Pao Chicken, 10-Piece Wings",2,33.72,4.99,4.07,42.78,34,99.0,delivered,,2.0
1038,6145,52,31,2024-01-15 20:24:37,"10-Piece Wings, Salmon Roll Combo",2,22.69,4.99,2.58,30.26,39,,cancelled,Weather conditions,
1039,5716,97,30,2024-01-15 20:25:57,BBQ Pulled Pork Sandwich,1,10.74,4.99,2.36,18.09,38,96.0,delivered,,3.0
1040,6677,51,36,2024-01-15 20:29:13,"Pho Bo, 10-Piece Wings",2,33.43,4.99,2.82,41.24,29,,cancelled,Restaurant too busy,
1041,7368,118,9,2024-01-15 20:44:48,"Lamb Vindaloo, Brisket Plate, Fish Tacos, Margherita Pizza",4,29.3,4.99,7.61,41.9,49,123.0,delivered,,4.0
1042,975,87,3,2024-01-15 20:50:52,"Acai Bowl, Lamb Vindaloo",2,33.82,4.99,12.2,51.01,34,96.0,delivered,,5.0
1043,2773,29,3,2024-01-15 20:51:40,"BBQ Pulled Pork Sandwich, 10-Piece Wings, Green Curry, General Tso's Chicken",4,50.98,4.99,5.42,61.39,28,102.0,delivered,,3.0
1044,2216,58,11,2024-01-15 20:58:38,"Kung Pao Chicken, Chicken Burrito Bowl, Pho Bo",3,44.83,4.99,4.95,54.77,49,168.0,delivered,,3.0
1045,1137,107,33,2024-01-15 21:07:53,"Salmon Roll Combo, BBQ Pulled Pork Sandwich, General Tso's Chicken",3,27.62,4.99,7.74,40.35,31,102.0,delivered,,4.0
1046,5714,33,34,2024-01-15 21:10:55,"Fish Tacos, Pepperoni Pizza Large, Salmon Roll Combo",3,12.31,4.99,2.81,20.11,32,93.0,delivered,,4.0
1047,1600,8,14,2024-01-15 21:58:39,"Salmon Roll Combo, BBQ Pulled Pork Sandwich, Pepperoni Pizza Large, Acai Bowl",4,52.04,4.99,7.49,64.52,50,162.0,delivered,,4.0
1048,2318,34,43,2024-01-15 22:03:40,"Kung Pao Chicken, Caesar Salad, Green Curry, 10-Piece Wings",4,45.54,4.99,10.45,60.98,26,,cancelled,Weather conditions,
1049,7685,112,29,2024-01-15 22:08:34,Caesar Salad,1,8.0,4.99,1.16,14.15,41,102.0,delivered,,4.0
1050,6137,74,31,2024-01-15 22:33:42,Pho Bo,1,13.49,4.99,1.12,19.6,44,114.0,delivered,,4.0
1051,6814,41,19,2024-01-15 22:35:33,"Kung Pao Chicken, Classic Cheeseburger",2,27.83,4.99,5.3,38.12,38,111.0,delivered,,4.0
1052,6450,15,25,2024-01-15 22:49:04,"Kung Pao Chicken, Pepperoni Pizza Large",2,24.97,4.99,4.42,34.38,15,45.0,delivered,,4.0
1053,2860,29,35,2024-01-16 11:20:33,"Classic Cheeseburger, Chicken Tenders Basket",2,20.6,4.99,3.43,29.02,33,,cancelled,Weather conditions,
1054,2704,71,25,2024-01-16 11:22:49,"General Tso's Chicken, BBQ Pulled Pork Sandwich",2,41.52,4.99,8.99,55.5,22,63.0,delivered,,4.0
1055,5619,110,44,2024-01-16 11:25:52,"Chicken Tenders Basket, Kung Pao Chicken, Salmon Roll Combo, Margherita Pizza",4,36.43,4.99,3.52,44.94,40,105.0,delivered,,3.0
1056,7728,45,9,2024-01-16 11:34:07,General Tso's Chicken,1,13.82,4.99,4.1,22.91,33,,cancelled,No drivers available,
1057,1949,90,9,2024-01-16 11:34:18,"Fish Tacos, Brisket Plate, Chicken Burrito Bowl",3,46.93,4.99,7.64,59.56,15,,cancelled,Excessive wait time,
1058,2885,73,10,2024-01-16 11:46:31,"Green Curry, General Tso's Chicken",2,24.55,4.99,1.93,31.47,40,120.0,delivered,,3.0
1059,2628,58,18,2024-01-16 12:13:21,Margherita Pizza,1,17.02,4.99,2.99,25.0,30,78.0,delivered,,3.0
1060,6512,75,25,2024-01-16 12:21:38,"Dragon Roll, Chicken Burrito Bowl, Green Curry",3,38.67,4.99,2.63,46.29,18,,cancelled,Customer changed mind,
1061,4105,34,37,2024-01-16 12:36:39,"Salmon Roll Combo, BBQ Pulled Pork Sandwich, 10-Piece Wings",3,24.51,4.99,1.39,30.89,24,45.0,delivered,,5.0
1062,896,101,8,2024-01-16 12:41:43,Brisket Plate,1,10.69,4.99,3.11,18.79,36,120.0,delivered,,5.0
1063,752,46,39,2024-01-16 12:55:48,"Caesar Salad, Salmon Roll Combo, Green Curry, Lamb Vindaloo",4,27.4,4.99,5.94,38.33,47,159.0,delivered,,4.0
1064,5194,34,27,2024-01-16 13:26:05,"Pho Bo, Chicken Tenders Basket, Salmon Roll Combo",3,34.76,4.99,7.51,47.26,39,111.0,delivered,,4.0
1065,6859,62,32,2024-01-16 13:53:52,"Caesar Salad, Pepperoni Pizza Large, Butter Chicken, Chicken Tenders Basket",4,51.15,4.99,8.28,64.42,28,81.0,delivered,,4.0
1066,7109,73,3,2024-01-16 14:14:18,"Classic Cheeseburger, Brisket Plate, 10-Piece Wings, Lamb Vindaloo",4,51.3,4.99,5.38,61.67,40,,cancelled,Weather conditions,
1067,6759,12,20,2024-01-16 14:43:38,"Chicken Tenders Basket, Salmon Roll Combo, Pad Thai",3,29.83,4.99,5.71,40.53,40,156.0,delivered,,3.0
1068,1243,84,25,2024-01-16 16:27:20,"Lamb Vindaloo, BBQ Pulled Pork Sandwich, Pepperoni Pizza Large",3,43.05,4.99,9.38,57.42,25,75.0,delivered,,3.0
1069,7090,57,2,2024-01-16 16:35:11,"Chicken Tenders Basket, Chicken Burrito Bowl",2,31.51,4.99,2.53,39.03,35,144.0,delivered,,4.0
1070,5632,71,23,2024-01-16 16:42:19,"Pad Thai, Chicken Burrito Bowl, Butter Chicken",3,43.42,4.99,2.6,51.01,28,,cancelled,Customer changed mind,
1071,4621,62,42,2024-01-16 17:24:52,"General Tso's Chicken, Classic Cheeseburger, Fish Tacos, Pho Bo",4,55.01,4.99,10.0,70.0,49,171.0,delivered,,4.0
1072,6884,112,21,2024-01-16 17:37:30,"Chicken Tenders Basket, Lamb Vindaloo",2,18.2,4.99,2.37,25.56,31,96.0,delivered,,3.0
1073,6817,25,6,2024-01-16 17:40:25,"BBQ Pulled Pork Sandwich, Caesar Salad, General Tso's Chicken, Chicken Burrito Bowl",4,33.68,4.99,6.31,44.98,35,126.0,delivered,,4.0
1074,389,21,38,2024-01-16 18:14:34,"Chicken Burrito Bowl, Caesar Salad",2,27.31,4.99,6.89,39.19,37,,cancelled,Customer unreachable at delivery,
1075,1825,13,44,2024-01-16 18:15:57,Pepperoni Pizza Large,1,17.34,4.99,3.33,25.66,31,114.0,delivered,,2.0
1076,3845,66,42,2024-01-16 18:33:54,Pad Thai,1,15.63,4.99,4.26,24.88,45,120.0,delivered,,3.0
1077,2102,90,33,2024-01-16 18:37:52,"Classic Cheeseburger, Lamb Vindaloo",2,33.11,4.99,9.69,47.79,34,114.0,delivered,,5.0
1078,7065,77,38,2024-01-16 18:39:57,Green Curry,1,12.96,4.99,3.02,20.97,37,129.0,delivered,,3.0
1079,4587,42,37,2024-01-16 18:40:42,"Classic Cheeseburger, Pad Thai",2,25.78,4.99,3.18,33.95,35,138.0,delivered,,4.0
1080,3289,4,32,2024-01-16 18:44:02,Pho Bo,1,12.91,4.99,1.83,19.73,32,90.0,delivered,,3.0
1081,83,79,31,2024-01-16 18:55:09,Pad Thai,1,13.83,4.99,1.66,20.48,35,114.0,delivered,,4.0
1082,318,109,24,2024-01-16 19:04:24,"BBQ Pulled Pork Sandwich, Chicken Burrito Bowl, Fish Tacos, Green Curry",4,27.37,4.99,5.46,37.82,31,87.0,delivered,,4.0
1083,4996,18,39,2024-01-16 19:07:22,"General Tso's Chicken, Salmon Roll Combo, Caesar Salad",3,25.74,4.99,5.88,36.61,48,153.0,delivered,,3.0
1084,6878,69,28,2024-01-16 19:09:08,"Lamb Vindaloo, Caesar Salad",2,28.83,4.99,4.83,38.65,25,,cancelled,Weather conditions,
1085,3095,9,19,2024-01-16 19:10:33,"Fish Tacos, 10-Piece Wings, Brisket Plate, Chicken Tenders Basket",4,46.23,4.99,3.76,54.98,20,,cancelled,Customer changed mind,
1086,7642,114,10,2024-01-16 19:35:16,"Salmon Roll Combo, Dragon Roll, General Tso's Chicken",3,32.82,4.99,5.85,43.66,45,156.0,delivered,,4.0
1087,1577,102,42,2024-01-16 19:38:13,Pad Thai,1,15.99,4.99,3.24,24.22,17,,cancelled,Restaurant too busy,
1088,4365,21,4,2024-01-16 19:47:31,"10-Piece Wings, Green Curry",2,36.33,4.99,1.78,43.1,32,108.0,delivered,,5.0
1089,6540,116,4,2024-01-16 19:54:10,"Kung Pao Chicken, Acai Bowl, Margherita Pizza, Brisket Plate",4,18.32,4.99,7.4,30.71,37,,cancelled,Restaurant closed unexpectedly,
1090,1565,13,20,2024-01-16 19:56:55,"10-Piece Wings, BBQ Pulled Pork Sandwich",2,23.37,4.99,4.25,32.61,27,,cancelled,Weather conditions,
1091,1588,68,22,2024-01-16 20:03:59,"10-Piece Wings, Acai Bowl, Green Curry",3,43.03,4.99,6.31,54.33,48,,cancelled,Weather conditions,
1092,727,31,8,2024-01-16 20:07:48,"Margherita Pizza, Pho Bo",2,19.24,4.99,2.98,27.21,51,150.0,delivered,,3.0
1093,5521,25,42,2024-01-16 20:11:23,Brisket Plate,1,9.58,4.99,1.93,16.5,22,75.0,delivered,,3.0
1094,2430,94,29,2024-01-16 20:14:30,Dragon Roll,1,18.34,4.99,5.45,28.78,30,96.0,delivered,,3.0
1095,5710,68,3,2024-01-16 20:15:32,"Classic Cheeseburger, Margherita Pizza",2,21.45,4.99,3.11,29.55,33,,cancelled,Weather conditions,
1096,7622,14,20,2024-01-16 20:26:01,"Pad Thai, Butter Chicken, Brisket Plate, Acai Bowl",4,58.0,4.99,8.69,71.68,34,,cancelled,Weather conditions,
1097,7985,90,39,2024-01-16 20:34:44,"Dragon Roll, 10-Piece Wings, Caesar Salad",3,46.24,4.99,6.3,57.53,24,81.0,delivered,,4.0
1098,6043,18,45,2024-01-16 20:36:54,Caesar Salad,1,13.23,4.99,0.94,19.16,31,,cancelled,Item unavailable,
1099,5217,19,6,2024-01-16 20:47:35,"Green Curry, 10-Piece Wings",2,27.38,4.99,4.37,36.74,62,,cancelled,Weather conditions,
1100,7218,85,30,2024-01-16 20:53:44,"Kung Pao Chicken, Chicken Tenders Basket",2,19.98,4.99,2.86,27.83,37,,cancelled,Customer changed mind,
1101,7149,102,9,2024-01-16 21:22:53,"Chicken Burrito Bowl, Pho Bo",2,15.66,4.99,3.3,23.95,25,81.0,delivered,,3.0
1102,1444,95,3,2024-01-16 21:51:06,"Fish Tacos, 10-Piece Wings, Dragon Roll, Pad Thai",4,35.33,4.99,6.9,47.22,44,,cancelled,Restaurant too busy,
1103,3094,29,1,2024-01-16 21:51:46,"Salmon Roll Combo, Pad Thai, Acai Bowl, Brisket Plate",4,53.18,4.99,16.18,74.35,34,,cancelled,Excessive wait time,
1104,2599,57,29,2024-01-16 22:47:20,Lamb Vindaloo,1,8.0,4.99,0.31,13.3,32,,cancelled,No drivers available,
1105,3496,94,30,2024-01-16 22:59:56,"Lamb Vindaloo, Kung Pao Chicken",2,39.34,4.99,1.84,46.17,32,111.0,delivered,,4.0
1106,4056,1,16,2024-01-17 11:35:33,"Pho Bo, BBQ Pulled Pork Sandwich, Acai Bowl, Brisket Plate",4,47.63,4.99,10.98,63.6,32,34.0,delivered,,3.0
1107,5291,59,15,2024-01-17 11:53:26,"General Tso's Chicken, Pho Bo, Chicken Burrito Bowl, Pad Thai",4,45.92,4.99,10.21,61.12,44,37.0,delivered,,4.0
1108,5914,69,42,2024-01-17 11:57:25,"Green Curry, Pho Bo, Pad Thai",3,36.24,4.99,3.32,44.55,43,41.0,delivered,,3.0
1109,3927,80,5,2024-01-17 12:06:00,BBQ Pulled Pork Sandwich,1,15.02,4.99,3.63,23.64,40,46.0,delivered,,3.0
1110,714,24,31,2024-01-17 12:23:44,"Lamb Vindaloo, Chicken Burrito Bowl, Brisket Plate, Kung Pao Chicken",4,46.26,4.99,8.19,59.44,38,40.0,delivered,,4.0
1111,1943,48,13,2024-01-17 12:38:13,"Dragon Roll, BBQ Pulled Pork Sandwich",2,27.33,4.99,2.92,35.24,38,47.0,delivered,,3.0
1112,2643,100,28,2024-01-17 12:54:01,"Acai Bowl, Brisket Plate",2,35.12,4.99,9.02,49.13,24,21.0,delivered,,4.0
1113,4203,49,43,2024-01-17 13:00:47,"Margherita Pizza, Pho Bo, Dragon Roll",3,42.26,4.99,13.45,60.7,51,61.0,delivered,,4.0
1114,6735,36,43,2024-01-17 13:07:34,"BBQ Pulled Pork Sandwich, Acai Bowl",2,23.56,4.99,6.96,35.51,31,34.0,delivered,,3.0
1115,3503,111,14,2024-01-17 13:25:39,Pad Thai,1,8.67,4.99,1.8,15.46,31,36.0,delivered,,3.0
1116,4196,81,28,2024-01-17 13:50:16,Pho Bo,1,13.2,4.99,3.82,22.01,33,,cancelled,Excessive wait time,
1117,7252,113,42,2024-01-17 14:38:04,Lamb Vindaloo,1,8.42,4.99,2.14,15.55,46,50.0,delivered,,2.0
1118,7095,34,4,2024-01-17 14:48:50,"Caesar Salad, 10-Piece Wings, Kung Pao Chicken",3,29.46,4.99,7.9,42.35,30,27.0,delivered,,4.0
1119,6484,28,7,2024-01-17 15:34:07,"Chicken Tenders Basket, Green Curry, Acai Bowl",3,29.74,4.99,5.28,40.01,20,25.0,delivered,,4.0
1120,4202,101,1,2024-01-17 15:40:12,"Chicken Tenders Basket, Pho Bo, General Tso's Chicken",3,36.94,4.99,6.37,48.3,20,21.0,delivered,,3.0
1121,6695,112,45,2024-01-17 16:09:03,"Fish Tacos, BBQ Pulled Pork Sandwich, Lamb Vindaloo, Green Curry",4,28.78,4.99,6.92,40.69,23,28.0,delivered,,4.0
1122,6526,95,41,2024-01-17 16:11:21,"Dragon Roll, Caesar Salad, BBQ Pulled Pork Sandwich",3,20.3,4.99,2.6,27.89,37,45.0,delivered,,3.0
1123,3848,114,10,2024-01-17 16:23:59,"Fish Tacos, Brisket Plate, Chicken Burrito Bowl",3,19.49,4.99,5.25,29.73,25,29.0,delivered,,4.0
1124,661,104,27,2024-01-17 16:36:12,Fish Tacos,1,8.0,4.99,1.6,14.59,44,35.0,delivered,,4.0
1125,6101,17,16,2024-01-17 17:05:14,"Margherita Pizza, Lamb Vindaloo, General Tso's Chicken",3,47.49,4.99,5.37,57.85,46,,cancelled,No drivers available,
1126,5602,29,30,2024-01-17 17:19:17,"Classic Cheeseburger, General Tso's Chicken, Dragon Roll",3,31.95,4.99,8.06,45.0,36,37.0,delivered,,3.0
1127,7601,34,45,2024-01-17 17:48:24,"Pho Bo, Chicken Burrito Bowl",2,20.24,4.99,3.08,28.31,37,47.0,delivered,,4.0
1128,7817,9,30,2024-01-17 17:57:30,"Salmon Roll Combo, 10-Piece Wings, BBQ Pulled Pork Sandwich",3,36.08,4.99,3.54,44.61,31,31.0,delivered,,4.0
1129,2636,50,30,2024-01-17 18:04:14,"10-Piece Wings, Lamb Vindaloo, Dragon Roll, Butter Chicken",4,49.0,4.99,8.55,62.54,30,26.0,delivered,,5.0
1130,3282,37,38,2024-01-17 18:12:08,"Lamb Vindaloo, Brisket Plate",2,9.97,4.99,0.4,15.36,46,59.0,delivered,,3.0
1131,5230,90,3,2024-01-17 18:18:33,"Classic Cheeseburger, Kung Pao Chicken, Dragon Roll, Margherita Pizza",4,77.1,4.99,25.41,107.5,32,37.0,delivered,,4.0
1132,5769,66,11,2024-01-17 18:20:22,"General Tso's Chicken, Salmon Roll Combo, Green Curry, Fish Tacos",4,58.25,4.99,17.56,80.8,26,30.0,delivered,,3.0
1133,835,17,6,2024-01-17 18:23:51,"Salmon Roll Combo, Fish Tacos",2,30.8,4.99,7.8,43.59,17,23.0,delivered,,3.0
1134,1958,80,18,2024-01-17 18:46:07,BBQ Pulled Pork Sandwich,1,14.19,4.99,2.23,21.41,36,38.0,delivered,,4.0
1135,6916,19,20,2024-01-17 19:13:48,"General Tso's Chicken, Lamb Vindaloo, Classic Cheeseburger",3,40.92,4.99,4.8,50.71,44,45.0,delivered,,4.0
1136,3474,61,15,2024-01-17 19:14:44,"Fish Tacos, Chicken Burrito Bowl, Pad Thai, Lamb Vindaloo",4,27.71,4.99,4.81,37.51,30,34.0,delivered,,5.0
1137,6666,11,8,2024-01-17 19:20:55,Fish Tacos,1,13.31,4.99,1.44,19.74,39,42.0,delivered,,5.0
1138,6630,49,39,2024-01-17 19:31:46,"Pad Thai, Pepperoni Pizza Large",2,22.36,4.99,4.09,31.44,44,35.0,delivered,,3.0
1139,664,79,38,2024-01-17 19:53:23,"Green Curry, Margherita Pizza, Brisket Plate",3,38.05,4.99,7.45,50.49,37,56.0,delivered,,4.0
1140,2430,104,8,2024-01-17 19:59:54,"Chicken Burrito Bowl, Pad Thai",2,21.51,4.99,4.08,30.58,25,26.0,delivered,,3.0
1141,2063,115,7,2024-01-17 20:05:11,"Chicken Burrito Bowl, Acai Bowl",2,16.77,4.99,2.64,24.4,25,33.0,delivered,,4.0
1142,2487,25,40,2024-01-17 20:08:52,"BBQ Pulled Pork Sandwich, Fish Tacos, 10-Piece Wings, Acai Bowl",4,42.15,4.99,2.78,49.92,54,66.0,delivered,,3.0
1143,387,107,15,2024-01-17 20:12:14,"General Tso's Chicken, 10-Piece Wings",2,17.65,4.99,4.75,27.39,23,25.0,delivered,,3.0
1144,5985,43,23,2024-01-17 20:19:06,"General Tso's Chicken, Butter Chicken, Fish Tacos, Kung Pao Chicken",4,40.6,4.99,11.77,57.36,35,37.0,delivered,,4.0
1145,5404,51,37,2024-01-17 20:24:03,"Dragon Roll, Fish Tacos",2,23.65,4.99,4.0,32.64,38,39.0,delivered,,4.0
1146,3422,109,11,2024-01-17 20:24:54,"Caesar Salad, Brisket Plate, Pad Thai",3,30.44,4.99,7.11,42.54,27,28.0,delivered,,4.0
1147,2275,6,10,2024-01-17 20:25:21,"Butter Chicken, Pepperoni Pizza Large, Chicken Tenders Basket, Fish Tacos",4,45.57,4.99,12.62,63.18,38,48.0,delivered,,3.0
1148,4769,97,26,2024-01-17 20:31:57,"General Tso's Chicken, Green Curry, Butter Chicken",3,39.73,4.99,6.87,51.59,28,,cancelled,Item unavailable,
1149,3604,80,7,2024-01-17 20:34:27,"Dragon Roll, Classic Cheeseburger, Acai Bowl",3,35.69,4.99,7.06,47.74,30,29.0,delivered,,3.0
1150,406,86,13,2024-01-17 20:34:33,BBQ Pulled Pork Sandwich,1,14.24,4.99,2.64,21.87,46,57.0,delivered,,3.0
1151,5310,7,26,2024-01-17 20:36:43,Butter Chicken,1,20.16,4.99,2.37,27.52,22,21.0,delivered,,3.0
1152,6230,118,41,2024-01-17 20:38:58,"Kung Pao Chicken, Salmon Roll Combo, Pepperoni Pizza Large",3,24.05,4.99,2.59,31.63,43,43.0,delivered,,3.0
1153,3845,25,5,2024-01-17 20:48:48,"Lamb Vindaloo, Chicken Tenders Basket, Brisket Plate",3,23.17,4.99,4.28,32.44,36,41.0,delivered,,4.0
1154,2025,6,19,2024-01-17 20:56:55,Chicken Burrito Bowl,1,21.66,4.99,5.99,32.64,23,25.0,delivered,,5.0
1155,5014,116,21,2024-01-17 20:58:53,Margherita Pizza,1,8.0,4.99,2.94,15.93,31,30.0,delivered,,3.0
1156,6443,88,11,2024-01-17 21:16:48,"Dragon Roll, 10-Piece Wings",2,25.4,4.99,6.18,36.57,24,22.0,delivered,,4.0
1157,5084,100,6,2024-01-17 21:20:16,"Green Curry, Caesar Salad, Brisket Plate, Acai Bowl",4,57.66,4.99,10.2,72.85,39,35.0,delivered,,4.0
1158,927,47,43,2024-01-17 21:49:59,"Kung Pao Chicken, Pepperoni Pizza Large",2,22.67,4.99,3.08,30.74,19,25.0,delivered,,4.0
1159,7308,29,37,2024-01-17 22:34:54,"Butter Chicken, Kung Pao Chicken, Lamb Vindaloo, BBQ Pulled Pork Sandwich",4,42.54,4.99,11.36,58.89,22,23.0,delivered,,4.0
1160,346,40,7,2024-01-18 11:02:19,"Classic Cheeseburger, BBQ Pulled Pork Sandwich, Fish Tacos, Lamb Vindaloo",4,35.51,4.99,10.47,50.97,28,25.0,delivered,,3.0
1161,3380,15,23,2024-01-18 11:06:51,"Caesar Salad, Chicken Burrito Bowl",2,27.65,4.99,5.54,38.18,41,58.0,delivered,,4.0
1162,2377,13,7,2024-01-18 11:27:01,10-Piece Wings,1,11.72,4.99,1.41,18.12,39,40.0,delivered,,4.0
1163,525,19,4,2024-01-18 11:31:49,Pho Bo,1,9.56,4.99,0.94,15.49,19,20.0,delivered,,3.0
